cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
716,null,null,1.4990502542E+02,-2.6073675575E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
717,0.597326,77.575530,3.5132781665E+02,-1.7866078599E+01,344208200006706,351.3279869,-17.8660429,344,8,2,zr,164,159,192,187,1.560600E+01,1.600000E-02,1.404359E-06,1.292778E+00,1.958750E-02,1.566078E+01,1.190853E-02,1.559727E+01,1.365709E-02,1.555467E+01
718,0.165831,119.545001,3.4657403725E+02,2.4535208015E+01,646206300009318,346.5740813,24.5351853,646,6,3,zr,678,354,744,386,1.546900E+01,1.600000E-02,3.319232E-07,2.242388E+00,3.310341E-02,1.555669E+01,2.056980E-02,1.548112E+01,1.360014E-02,1.532355E+01
719,null,null,3.5784155426E+02,-2.4139179167E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
720,0.290652,83.524232,6.2370949954E+01,1.7131677494E+01,558205400006304,62.3710339,17.1316866,558,5,4,zr,612,553,653,593,1.554900E+01,1.400000E-02,2.520001E-07,1.082449E+00,1.569271E-02,1.565524E+01,8.360386E-03,1.555542E+01,1.145099E-02,1.548176E+01
721,0.324921,67.598698,5.8072344747E+00,4.7883266604E+01,736209300016667,5.8073589,47.8833010,736,9,3,zr,875,712,931,763,1.561200E+01,1.700000E-02,6.100084E-07,1.063482E+00,1.483208E-02,1.568677E+01,9.200096E-03,1.560149E+01,1.282585E-02,1.556067E+01
722,0.137173,166.855542,2.7613529104E+02,2.9520725105E+01,1681207100003112,276.1353010,29.5206880,1681,7,1,zr,59,30,59,30,1.570600E+01,2.200000E-02,5.179187E-07,8.051632E-01,1.078654E-02,1.573953E+01,5.256653E-03,1.570716E+01,9.679421E-03,1.567840E+01
723,0.163552,-20.688418,3.5826569624E+02,-2.4534305002E+01,245208100001571,358.2656786,-24.5342625,245,8,1,zr,129,129,148,148,1.565100E+01,1.300000E-02,8.464424E-07,1.186788E+00,1.856053E-02,1.569248E+01,1.197338E-02,1.565019E+01,1.495780E-02,1.559955E+01
724,null,null,3.3535638486E+02,-4.1424875527E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
725,0.284467,-73.167101,6.1528810726E+01,5.4525681618E+01,1780215100016142,61.5286804,54.5257045,1780,15,1,zr,77,77,79,79,1.558600E+01,2.100000E-02,1.369046E-07,8.951548E-01,9.952097E-03,1.560944E+01,6.912231E-03,1.558825E+01,1.144838E-02,1.556263E+01
726,0.058348,-84.304540,3.3089808248E+02,-1.3447226508E+01,341216100000966,330.8980659,-13.4472249,341,16,1,zr,136,126,152,138,1.560300E+01,1.700000E-02,7.270246E-07,9.309475E-01,1.712966E-02,1.569431E+01,8.661747E-03,1.561320E+01,1.379445E-02,1.557814E+01
727,0.046205,57.527359,1.1109820637E+02,-9.5946399086E-01,412212200003707,111.0982172,-0.9594571,412,12,2,zr,592,589,684,679,1.541800E+01,1.500000E-02,3.657298E-07,9.470049E-01,1.156819E-02,1.550151E+01,5.858421E-03,1.543050E+01,9.171754E-03,1.539363E+01
728,0.012652,7.713554,2.4518680340E+02,-1.9026109083E+01,328201100000122,245.1868039,-19.0261056,328,1,1,zr,219,88,235,104,1.561100E+01,1.500000E-02,2.537255E-07,7.434187E-01,1.168871E-02,1.565907E+01,5.466461E-03,1.562158E+01,1.090176E-02,1.555810E+01
729,0.047282,-6.895587,3.2838052747E+02,2.7112234761E+01,1688203200012852,328.3805257,27.1122478,1688,3,2,zr,79,79,84,84,1.569800E+01,2.200000E-02,4.754717E-07,9.637976E-01,1.189359E-02,1.573994E+01,7.056236E-03,1.569799E+01,1.085454E-02,1.567326E+01
730,null,null,2.7928321174E+02,-7.6985650122E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
731,0.106667,84.970601,2.0414049008E+02,6.7739108025E+00,476215300006005,204.1405198,6.7739134,476,15,3,zr,52,52,65,65,1.561600E+01,1.800000E-02,5.249869E-07,1.298300E+00,1.924311E-02,1.562388E+01,9.723663E-03,1.557236E+01,1.110399E-02,1.553047E+01
732,0.074440,24.682612,3.5096968516E+02,-1.9182481886E+00,445209400001897,350.9696938,-1.9182294,445,9,4,zr,205,175,233,200,1.568900E+01,1.700000E-02,3.404075E-07,9.789903E-01,1.570845E-02,1.576090E+01,8.855820E-03,1.568093E+01,1.341141E-02,1.564694E+01
733,null,null,7.9058186927E+01,-7.0326028897E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
734,0.128106,-56.285202,3.1124775325E+02,2.4966311948E+01,641205300008704,311.2477206,24.9663317,641,5,3,zr,852,625,1122,857,1.574000E+01,1.700000E-02,6.525508E-07,1.029521E+00,1.573862E-02,1.582607E+01,8.441925E-03,1.573142E+01,1.215711E-02,1.565852E+01
735,0.078576,-18.888268,3.1529954566E+02,2.0867885449E+01,1639207300019067,315.2995381,20.8679061,1639,7,3,zr,54,50,59,55,1.566600E+01,2.700000E-02,3.301804E-07,1.216495E+00,1.693152E-02,1.570920E+01,9.514809E-03,1.567373E+01,1.159614E-02,1.559861E+01
736,0.579477,-21.768900,1.0813247487E+02,-2.3652786687E+01,260212300049802,108.1324097,-23.6526372,260,12,3,zr,759,753,992,984,1.455200E+01,3.700000E-02,5.510185E-07,1.206628E+00,1.976568E-02,1.461119E+01,1.227760E-02,1.454920E+01,1.508566E-02,1.444729E+01
737,0.171350,-35.706178,2.7105333899E+02,1.6587186500E+00,486204300044977,271.0533112,1.6587573,486,4,3,zr,319,300,359,329,1.563600E+01,2.700000E-02,3.957935E-07,1.256099E+00,2.383977E-02,1.581593E+01,1.232147E-02,1.563895E+01,1.454329E-02,1.555706E+01
738,0.807484,71.812017,2.1937172086E+01,-2.3413202813E+01,248211300000847,21.9374043,-23.4131328,248,11,3,zr,89,85,110,106,1.560900E+01,1.200000E-02,1.270820E-06,9.807283E-01,1.893471E-02,1.568527E+01,1.027966E-02,1.561839E+01,1.554010E-02,1.557636E+01
739,0.076681,157.707681,1.0856246710E+02,-2.3357569092E+01,260212300005315,108.5624759,-23.3575888,260,12,3,zr,759,753,987,979,1.529900E+01,2.500000E-02,5.623601E-07,2.209052E+00,2.886386E-02,1.540757E+01,2.329922E-02,1.533400E+01,1.563722E-02,1.526242E+01
740,0.368015,47.248636,1.5259695934E+01,-4.1861254932E+00,398207400027732,15.2597712,-4.1860561,398,7,4,zr,258,212,292,237,1.561100E+01,2.300000E-02,6.835322E-07,8.915793E-01,1.312807E-02,1.567425E+01,7.824898E-03,1.561986E+01,1.301196E-02,1.557720E+01
741,0.048851,24.327582,9.7097452901E+01,1.1222211435E+01,1507215100016640,97.0974586,11.2222238,1507,15,1,zr,48,48,50,50,1.564800E+01,1.700000E-02,3.254401E-07,8.918165E-01,1.079497E-02,1.567169E+01,6.828785E-03,1.564445E+01,1.135251E-02,1.561290E+01
742,0.229603,70.534543,7.6829313734E+00,7.3627331947E+01,1863211300006155,7.6831447,73.6273532,1863,11,3,zr,57,57,61,61,1.569400E+01,2.500000E-02,2.153870E-07,8.195021E-01,8.847864E-03,1.570930E+01,6.306648E-03,1.568856E+01,1.140966E-02,1.567094E+01
743,null,null,3.0229981591E+02,-2.8977086119E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
744,0.117894,-17.696973,2.3414549161E+02,-5.8777039986E+00,429203400004483,234.1454816,-5.8776728,429,3,4,zr,303,169,339,197,1.569000E+01,1.700000E-02,2.256788E-07,1.264771E+00,1.723512E-02,1.575971E+01,9.822845E-03,1.568593E+01,1.151461E-02,1.563466E+01
745,0.079143,-120.840766,3.2586627099E+02,4.1721742770E+01,1769201100040882,325.8662457,41.7217315,1769,1,1,zr,88,88,90,90,1.574300E+01,3.700000E-02,6.313477E-07,1.033617E+00,1.352245E-02,1.579120E+01,7.813931E-03,1.574622E+01,1.120815E-02,1.571828E+01
746,null,null,2.6190754019E+02,-3.6004485970E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
747,1.005030,-37.129614,2.7758240469E+02,5.4792169722E+01,798207200000648,277.5821124,54.7923923,798,7,2,zr,1004,849,1073,918,1.540800E+01,1.500000E-02,6.028393E-07,1.005870E+00,1.239635E-02,1.546964E+01,6.905079E-03,1.541882E+01,1.017773E-02,1.535614E+01
748,null,null,2.2027981005E+02,-5.6032138065E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
749,0.082676,-1.683824,2.1444756910E+02,-1.4906961356E+01,324214400007255,214.4475684,-14.9069384,324,14,4,zr,250,112,601,133,1.573800E+01,1.300000E-02,1.803706E-07,1.207662E+00,1.617061E-02,1.579880E+01,1.042080E-02,1.573246E+01,1.279321E-02,1.566889E+01
750,0.065500,58.016666,2.7171152086E+01,3.6563895863E+01,1695207200003803,27.1711713,36.5639055,1695,7,2,zr,78,78,86,86,1.569000E+01,1.500000E-02,9.211095E-08,2.378705E+01,1.674727E-01,1.593394E+01,1.610045E-01,1.573342E+01,1.003510E-02,1.543172E+01
751,null,null,2.1243492379E+02,-2.8971345823E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
752,0.333802,127.874960,5.2105579225E+01,2.1885372626E+01,1603207100004402,52.1056581,21.8853157,1603,7,1,zr,71,71,79,79,1.564600E+01,1.800000E-02,1.453481E-07,8.650765E-01,9.629163E-03,1.566891E+01,6.208420E-03,1.563516E+01,1.064022E-02,1.561407E+01
753,0.096670,160.053745,2.1767762490E+02,3.7170531742E+01,719203400004310,217.6776364,37.1705065,719,3,4,zr,724,625,814,703,1.563100E+01,1.100000E-02,8.974852E-07,9.137683E-01,1.520591E-02,1.573414E+01,7.932663E-03,1.562766E+01,1.287084E-02,1.559303E+01
754,0.034208,-28.155516,1.3355480564E+02,8.8980012221E+00,1512210300001441,133.5548011,8.8980096,1512,10,3,zr,44,27,49,30,1.581500E+01,1.700000E-02,3.896401E-07,1.110815E+00,1.266190E-02,1.584057E+01,7.720470E-03,1.582095E+01,1.030448E-02,1.577598E+01
755,null,null,2.7620561298E+02,-3.0603652295E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
756,null,null,1.7105963179E+02,-5.0188161015E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
757,3.252995,-153.777483,2.6346291390E+02,4.7757151816E+01,1799201300008744,263.4623200,47.7563412,1799,1,3,zr,30,30,57,57,1.256800E+01,2.300000E-02,1.881105E-06,8.537504E-01,1.200219E-02,1.258504E+01,5.995274E-03,1.255468E+01,1.041123E-02,1.252583E+01
758,0.099590,43.045071,2.9041492482E+02,1.0904248269E-01,437215300007022,290.4149437,0.1090627,437,15,3,zr,685,541,753,586,1.572400E+01,1.500000E-02,4.886289E-07,1.182442E+00,1.917634E-02,1.578630E+01,1.267242E-02,1.571152E+01,1.588926E-02,1.564655E+01
759,0.116510,-13.019093,1.0231715613E+02,3.8572148468E+01,1704211200003000,102.3171468,38.5721800,1704,11,2,zr,48,48,52,52,1.573700E+01,1.300000E-02,1.620447E-07,1.374650E+00,1.278045E-02,1.579572E+01,9.231091E-03,1.576129E+01,9.955997E-03,1.573492E+01
760,null,null,2.3995430518E+01,-5.4731269079E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
761,1.160845,170.597703,2.2452776170E+02,2.9622205825E+01,677204400007600,224.5278223,29.6218877,677,4,4,zr,406,405,455,454,1.550400E+01,2.200000E-02,3.496231E-06,1.443735E+00,2.199675E-02,1.561514E+01,1.287031E-02,1.550360E+01,1.321678E-02,1.541800E+01
762,null,null,3.8731514745E+01,-6.9060092425E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
763,0.014775,-14.652697,9.4891420038E+01,5.5612101729E+01,781210400013244,94.8914182,55.6121057,781,10,4,zr,522,477,545,500,1.580500E+01,1.600000E-02,1.625374E-07,1.090701E+00,1.244191E-02,1.586720E+01,8.101940E-03,1.581277E+01,1.101304E-02,1.576621E+01
764,null,null,2.2338730542E+02,-3.0673301073E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
765,0.941716,39.960403,3.3244743067E+02,1.4497536196E+01,546215300001522,332.4476042,14.4977367,546,15,3,zr,569,365,616,395,1.558500E+01,1.500000E-02,2.524382E-06,1.033706E+00,1.325106E-02,1.562477E+01,7.950783E-03,1.555400E+01,1.140346E-02,1.551058E+01
766,0.127467,13.510770,3.2623948717E+02,2.3680278272E+01,643201200008302,326.2394962,23.6803127,643,1,2,zr,959,656,1021,707,1.580600E+01,1.500000E-02,5.008192E-07,9.848543E-01,1.402532E-02,1.587012E+01,7.454872E-03,1.579403E+01,1.122257E-02,1.572507E+01
767,0.338982,-177.125964,3.1342889824E+02,-4.9951369568E+00,440202100005737,313.4288935,-4.9952310,440,2,1,zr,56,56,63,63,1.564000E+01,1.600000E-02,5.115134E-07,1.209375E+00,1.586176E-02,1.569812E+01,9.035587E-03,1.565841E+01,1.107693E-02,1.561447E+01
768,0.052861,70.472761,2.1649079963E+02,-3.6946689081E+00,426205400000922,216.4908135,-3.6946640,426,5,4,zr,309,179,349,219,1.582400E+01,1.500000E-02,4.400937E-07,1.241179E+00,1.958542E-02,1.594265E+01,1.012516E-02,1.578592E+01,1.209460E-02,1.574568E+01
769,0.045755,-29.071049,8.2320286548E+00,1.3637632791E+01,1546207400008545,8.2320223,13.6376439,1546,7,4,zr,82,82,86,86,1.578600E+01,1.900000E-02,1.603007E-07,1.258448E+00,1.546631E-02,1.583049E+01,9.168148E-03,1.578265E+01,1.080116E-02,1.575583E+01
770,null,null,2.6712660007E+02,-7.2289452795E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
771,null,null,2.9517891373E+02,-3.7077883564E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
772,0.347112,-69.255589,1.4106274386E+02,3.5280944648E+01,1708205300007127,141.0626334,35.2809788,1708,5,3,zr,42,42,49,49,1.565100E+01,1.300000E-02,5.099336E-07,1.240717E+00,1.532848E-02,1.569666E+01,9.274960E-03,1.567009E+01,1.108315E-02,1.563470E+01
773,0.157568,-164.480619,3.9628809290E+01,6.6328845730E+00,452215400008311,39.6287975,6.6328424,452,15,4,zr,357,255,391,285,1.570300E+01,1.500000E-02,3.044412E-07,1.094100E+00,1.398635E-02,1.574778E+01,8.821487E-03,1.568318E+01,1.195388E-02,1.563911E+01
774,0.564128,110.293890,2.7237708218E+01,1.9040477850E+01,554212300009336,27.2378637,19.0404235,554,12,3,zr,499,443,550,480,1.569700E+01,2.500000E-02,2.079077E-07,1.104951E+00,1.534623E-02,1.575888E+01,8.485794E-03,1.568801E+01,1.138606E-02,1.564033E+01
775,0.113030,-159.104870,1.7864403769E+02,2.4377155532E+01,624208400007748,178.6440254,24.3771262,624,8,4,zr,488,342,569,392,1.561700E+01,1.600000E-02,1.450499E-06,1.135026E+00,1.647392E-02,1.565635E+01,1.014233E-02,1.560323E+01,1.324817E-02,1.552918E+01
776,4.108215,-82.625968,1.3353790937E+02,3.9251258344E+01,1708216300022430,133.5364479,39.2514048,1708,16,3,zr,7,7,8,8,1.721200E+01,1.100000E-01,4.632125E-06,6.943259E+00,2.458415E-01,1.814151E+01,1.352692E-01,1.767294E+01,2.888414E-02,1.738581E+01
777,0.147624,-26.605384,2.8952970830E+02,-2.5250928565E+01,284205300004132,289.5296880,-25.2508919,284,5,3,zr,430,429,452,451,1.581800E+01,1.300000E-02,3.097913E-07,1.042004E+00,1.321645E-02,1.590523E+01,7.577896E-03,1.581986E+01,1.078209E-02,1.576692E+01
778,0.142879,36.988552,2.9225096403E+02,-7.2520437014E+00,386216400067140,292.2509881,-7.2520120,386,16,4,zr,460,301,490,331,1.571600E+01,2.300000E-02,8.811136E-07,1.544807E+01,2.108942E-01,1.709372E+01,1.366477E-01,1.609818E+01,1.311451E-02,1.566299E+01
779,0.044653,48.565752,1.4592800108E+02,8.7297430292E+01,872214200000942,145.9281983,87.2974385,872,14,2,zr,132,129,156,152,1.576800E+01,1.600000E-02,2.810217E-07,1.084907E+00,1.471572E-02,1.583005E+01,8.806229E-03,1.578235E+01,1.203431E-02,1.574887E+01
780,0.296979,42.842017,3.2082253248E+02,5.6971948713E+01,1835206400035170,320.8226354,56.9720092,1835,6,4,zr,89,89,93,93,1.571100E+01,1.800000E-02,9.803264E-07,9.209675E-01,1.503455E-02,1.579155E+01,7.680893E-03,1.573203E+01,1.236492E-02,1.567909E+01
781,0.314743,-59.432355,1.3228881654E+02,3.4496627038E+01,665211100006357,132.2887252,34.4966715,665,11,1,zr,496,345,580,391,1.561400E+01,1.700000E-02,8.401522E-07,1.238670E+00,1.725349E-02,1.566018E+01,1.009130E-02,1.559334E+01,1.207858E-02,1.554093E+01
782,null,null,1.2254428990E+02,-2.9092440786E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
783,0.118241,-112.661677,2.1141877320E+02,7.4649805355E+01,862205300018555,211.4186587,74.6497927,862,5,3,zr,0,0,465,389,1.568700E+01,2.500000E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.223167E-02,0.000000E+00
784,0.166908,-178.259890,1.0136227605E+02,4.3754420242E+01,705213100005009,101.3622741,43.7543739,705,13,1,zr,286,196,324,229,1.578400E+01,1.300000E-02,3.796118E-07,8.840979E-01,1.421296E-02,1.584953E+01,8.318424E-03,1.578455E+01,1.394969E-02,1.573385E+01
785,null,null,9.5719535780E+01,-7.5677679000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
786,0.314286,85.641449,2.9036210073E+02,6.2226601653E+00,488209200007145,290.3621883,6.2226668,488,9,2,zr,716,621,788,684,1.558600E+01,1.700000E-02,6.701017E-07,8.653549E-01,2.589424E-02,1.591088E+01,9.911537E-03,1.556335E+01,1.698129E-02,1.550830E+01
787,null,null,2.8060353510E+02,-3.2602723796E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
788,0.728624,-95.071499,1.3070071948E+02,-1.3787113109E+01,312214100006134,130.7005119,-13.7871310,312,14,1,zr,101,97,113,109,1.551600E+01,1.300000E-02,1.546336E-06,9.630961E-01,1.626706E-02,1.556204E+01,7.890701E-03,1.551791E+01,1.214703E-02,1.545422E+01
789,0.994007,-55.226588,1.9150143130E+02,-1.2604696776E+01,371201200006990,191.5011989,-12.6045393,371,1,2,zr,123,114,157,139,1.574800E+01,1.500000E-02,1.879137E-06,1.271870E+00,1.944338E-02,1.581346E+01,1.150799E-02,1.574764E+01,1.341469E-02,1.571175E+01
790,0.275179,-16.717482,1.1003813863E+02,4.6811524792E+01,1746214300002383,110.0381065,46.8115980,1746,14,3,zr,51,51,55,55,1.567700E+01,1.500000E-02,1.838224E-07,1.299078E+00,1.673445E-02,1.572858E+01,9.728432E-03,1.569208E+01,1.110278E-02,1.564362E+01
791,0.126126,-40.997332,3.0228380140E+02,5.5126633658E+01,1834204400013296,302.2837612,55.1266601,1834,4,4,zr,63,63,66,66,1.589500E+01,2.200000E-02,4.905031E-07,1.162708E+00,1.632844E-02,1.591396E+01,1.016712E-02,1.586977E+01,1.296437E-02,1.583784E+01
792,3.603452,57.891812,2.9469094442E+02,2.6797826474E+01,1683201300001371,294.6918943,26.7983585,1683,1,3,zr,44,25,51,31,1.271600E+01,2.100000E-02,3.699883E-07,1.922376E+00,3.619608E-02,1.274955E+01,2.306986E-02,1.264418E+01,1.779224E-02,1.258862E+01
793,null,null,1.5093477616E+02,-8.0259519936E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
794,0.189090,81.788945,2.1113422960E+02,6.3209694984E+00,477211200000689,211.1342819,6.3209770,477,11,2,zr,355,205,394,237,1.586500E+01,1.900000E-02,5.302736E-07,1.238411E+00,1.626012E-02,1.598372E+01,8.708000E-03,1.588391E+01,1.042504E-02,1.582045E+01
795,0.145918,56.888945,3.3580795686E+02,1.3649106458E+01,1592205300010990,335.8079918,13.6491286,1592,5,3,zr,60,60,62,62,1.586200E+01,1.800000E-02,4.662510E-07,1.242309E+00,1.454258E-02,1.590395E+01,9.346485E-03,1.586387E+01,1.115431E-02,1.582162E+01
796,null,null,2.7042187583E+02,-7.4264044259E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
797,null,null,2.9529835461E+02,-4.6337614860E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
798,0.222876,25.463665,3.1938964798E+02,1.2636594041E+00,492201400005580,319.3896746,1.2637153,492,1,4,zr,313,238,407,265,1.588500E+01,2.500000E-02,8.486921E-07,8.838428E-01,1.266073E-02,1.595955E+01,7.345200E-03,1.589757E+01,1.232119E-02,1.586426E+01
799,null,null,1.1759057480E+02,-3.2482936144E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
800,2.571306,-57.101121,3.2452796504E+02,2.6332507750E+01,643210400038409,324.5272959,26.3328957,643,10,4,zr,964,657,1021,707,1.491700E+01,3.100000E-02,5.740320E-07,2.431396E+00,3.758391E-02,1.499941E+01,1.792717E-02,1.495231E+01,1.093151E-02,1.469386E+01
801,0.026039,156.126823,5.0017095489E+01,1.9792875114E+01,1603204100005022,50.0170986,19.7928685,1603,4,1,zr,72,72,81,81,1.585800E+01,1.800000E-02,1.117409E-07,1.521546E+00,1.612622E-02,1.589775E+01,1.216555E-02,1.584846E+01,1.185416E-02,1.582468E+01
802,0.515482,-124.996316,3.1161704588E+02,3.6158157023E+01,1729207200070444,311.6169006,36.1580749,1729,7,2,zr,66,66,71,71,1.585300E+01,2.000000E-02,7.897466E-07,6.939780E-01,1.182878E-02,1.587352E+01,6.241798E-03,1.584041E+01,1.333485E-02,1.581782E+01
803,0.040429,-0.114953,1.2141669162E+02,5.1642904699E+00,1510201300001091,121.4166916,5.1643017,1510,1,3,zr,50,42,53,45,1.595200E+01,1.700000E-02,3.658127E-07,1.216879E+00,1.362990E-02,1.597887E+01,9.202480E-03,1.594253E+01,1.121196E-02,1.591230E+01
